vehicle_id,departure_ts,departure_location,arrival_ts,arrival_location,distance_km,payload_kg
vehicle_0,2024-03-13 07:00:00,location_17,2024-03-13 11:43:29,location_214,89.0,3196.83
vehicle_22,2024-03-13 04:30:00,location_17,2024-03-13 13:47:12,location_214,83.0,1756.94
vehicle_22,2024-03-13 04:30:00,location_17,2024-03-13 08:09:36,location_214,83.0,1756.94
vehicle_41,2024-03-13 07:00:00,location_17,2024-03-13 06:30:00,location_259,43.0,587.02
vehicle_36,2024-03-13 07:00:00,location_17,2024-03-13 10:24:34,location_259,53.0,1460.88
vehicle_30,2024-03-13 06:00:00,location_78,2024-03-13 08:07:59,location_283,54.0,5241.6
vehicle_8,2024-03-13 07:00:00,location_17,2024-03-13 07:17:00,location_297,157.0,3261.81
vehicle_31,2024-03-13 07:00:00,location_17,2024-03-13 08:26:42,location_28,156.0,5998.93
vehicle_10,2024-03-13 07:00:00,location_17,2024-03-13 10:05:59,location_214,89.0,2868.36
vehicle_0,2024-03-13 07:00:00,location_17,2024-03-13 06:37:27,location_182,56.0,566.8
vehicle_16,2024-03-13 07:38:38,location_269,2024-03-13 09:19:43,location_17,16.0,6269.73
vehicle_23,2024-03-13 10:51:57,location_235,2024-03-13 19:00:00,location_17,227.0,8170.63
vehicle_19,2024-03-13 07:00:00,location_17,2024-03-13 10:00:00,location_259,53.0,531.15
vehicle_28,2024-03-13 07:00:00,location_17,2024-03-13 13:56:59,location_182,55.0,3007.44
vehicle_11,2024-03-13 07:00:00,location_17,2024-03-13 07:54:01,location_289,87.0,3690.95
vehicle_35,2024-03-13 07:00:00,location_17,2024-03-13 09:58:18,location_182,55.0,4898.6
vehicle_29,2024-03-13 07:00:00,location_17,2024-03-13 05:02:06,location_182,55.0,4582.68
vehicle_35,2024-03-13 07:00:00,location_17,2024-03-13 11:00:00,location_182,55.0,4898.6
vehicle_44,2024-03-13 09:19:49,location_162,2024-03-13 17:04:19,location_17,36.0,7461.1
vehicle_34,2024-03-13 07:00:00,location_17,2024-03-13 17:18:55,location_182,55.0,4142.95
vehicle_13,2024-03-13 07:00:00,location_17,2024-03-13 11:55:18,location_91,140.0,5884.08
vehicle_24,2024-03-13 07:00:00,location_17,2024-03-13 12:46:15,location_127,166.0,815.22
vehicle_39,2024-03-13 07:00:00,location_17,2024-03-13 08:52:55,location_167,100.0,612.56
vehicle_23,2024-03-13 07:00:00,location_17,2024-03-13 09:55:23,location_208,249.0,962.08
vehicle_20,2024-03-13 07:00:00,location_17,2024-03-13 07:30:00,location_299,76.0,612.56
vehicle_40,2024-03-13 07:00:00,location_17,2024-03-13 08:30:00,location_132,25.0,4703.18
vehicle_38,2024-03-13 07:00:00,location_17,2024-03-13 10:00:00,location_259,53.0,3882.82
vehicle_17,2024-03-13 07:00:00,location_17,2024-03-13 11:19:43,location_158,74.0,4368.37
vehicle_2,2024-03-13 04:30:00,location_17,2024-03-13 07:52:09,location_234,47.0,5730.07
vehicle_9,2024-03-13 04:30:00,location_17,2024-03-13 11:01:23,location_108,57.0,2191.11
vehicle_32,2024-03-13 04:30:00,location_17,2024-03-13 15:26:00,location_167,108.0,6140.09
vehicle_25,2024-03-13 04:30:00,location_32,2024-03-13 07:10:41,location_62,7.0,2270.09
vehicle_43,2024-03-13 07:35:00,location_292,2024-03-13 10:18:51,location_17,62.0,19084.89
vehicle_24,2024-03-13 07:00:00,location_17,2024-03-13 14:00:00,location_140,7.0,3535.52
vehicle_28,2024-03-13 07:00:00,location_17,2024-03-13 10:16:52,location_170,90.0,1008.86
vehicle_13,2024-03-13 07:00:00,location_17,2024-03-13 16:55:23,location_82,12.0,2518.87
vehicle_42,2024-03-13 06:00:00,location_78,2024-03-13 05:55:55,location_74,12.0,5315.14
vehicle_32,2024-03-13 07:00:00,location_17,2024-03-13 10:41:55,location_177,33.0,853.08
vehicle_27,2024-03-13 07:00:00,location_17,2024-03-13 11:47:25,location_167,94.0,2833.99
vehicle_14,2024-03-13 04:30:00,location_17,2024-03-13 10:19:43,location_27,68.0,6140.09
vehicle_44,2024-03-13 04:30:00,location_17,2024-03-13 06:32:00,location_131,92.0,1028.92
vehicle_21,2024-03-13 04:30:00,location_17,2024-03-13 10:00:37,location_108,57.0,2191.11
vehicle_40,2024-03-13 07:00:00,location_17,2024-03-13 13:30:00,location_299,48.0,4717.44
vehicle_40,2024-03-13 07:00:00,location_17,2024-03-13 11:23:00,location_108,50.0,917.99
vehicle_41,2024-03-13 11:00:00,location_69,2024-03-13 15:00:00,location_17,19.0,4682.49
vehicle_37,2024-03-13 13:01:24,location_153,2024-03-13 14:31:24,location_298,5.0,5400.0
vehicle_12,2024-03-13 06:00:00,location_17,2024-03-13 10:08:03,location_28,105.0,4625.0
vehicle_43,2024-03-13 07:00:00,location_17,2024-03-13 05:48:12,location_158,74.0,2300.15
vehicle_6,2024-03-13 04:30:00,location_17,2024-03-13 08:45:28,location_246,81.0,983.16
vehicle_37,2024-03-13 04:30:00,location_32,2024-03-13 09:08:34,location_107,119.0,5326.94
vehicle_3,2024-03-13 04:30:00,location_17,2024-03-13 09:00:00,location_299,84.0,692.38
vehicle_10,2024-03-13 10:06:39,location_214,2024-03-13 15:00:00,location_17,88.0,5326.6
vehicle_15,2024-03-13 06:49:09,location_209,2024-03-13 11:17:57,location_17,144.0,5554.99
vehicle_14,2024-03-13 05:54:45,location_27,2024-03-13 08:39:24,location_17,69.0,6593.29
vehicle_3,2024-03-13 10:04:49,location_167,2024-03-13 14:30:58,location_17,107.0,4194.05
vehicle_21,2024-03-13 04:30:00,location_17,2024-03-13 10:01:03,location_247,12.0,2137.53
vehicle_34,2024-03-13 07:00:00,location_17,2024-03-13 13:18:31,location_157,108.0,3102.53
vehicle_18,2024-03-13 04:30:00,location_17,2024-03-13 16:12:06,location_182,64.0,2686.36
vehicle_11,2024-03-13 09:14:21,location_241,2024-03-13 13:38:15,location_207,148.0,6250.0
vehicle_9,2024-03-13 13:00:00,location_259,2024-03-13 18:07:35,location_17,52.0,1531.48
vehicle_2,2024-03-13 14:33:45,location_259,2024-03-13 16:46:50,location_17,52.0,2399.85
vehicle_14,2024-03-13 12:37:17,location_259,2024-03-13 15:14:15,location_17,52.0,1961.58
vehicle_22,2024-03-13 08:44:28,location_214,2024-03-13 11:14:29,location_17,84.0,6800.25
vehicle_21,2024-03-13 12:30:00,location_25,2024-03-13 19:00:00,location_17,26.0,8192.3
vehicle_9,2024-03-13 06:54:38,location_25,2024-03-13 09:18:45,location_17,26.0,8192.3
vehicle_2,2024-03-13 11:02:04,location_25,2024-03-13 13:23:20,location_17,26.0,8238.73
vehicle_18,2024-03-13 09:33:29,location_25,2024-03-13 16:11:32,location_17,26.0,7734.19
vehicle_25,2024-03-13 09:50:00,location_266,2024-03-13 19:00:00,location_32,57.0,0.0
vehicle_6,2024-03-13 10:58:58,location_259,2024-03-13 14:11:06,location_17,38.0,3119.52
vehicle_7,2024-03-13 10:41:10,location_136,2024-03-13 13:18:33,location_32,30.0,700.81
vehicle_28,2024-03-13 10:17:27,location_27,2024-03-13 13:56:46,location_17,66.0,800.0
vehicle_8,2024-03-13 07:22:28,location_198,2024-03-13 12:58:48,location_17,171.0,2557.61
vehicle_42,2024-03-13 12:12:47,location_150,2024-03-13 14:58:11,location_78,22.0,10000.0
vehicle_2,2024-03-14 05:00:00,location_17,2024-03-14 08:32:14,location_259,39.0,1284.34
vehicle_23,2024-03-14 05:00:00,location_17,2024-03-14 15:02:45,location_259,39.0,1284.34
vehicle_29,2024-03-14 07:00:00,location_17,2024-03-14 04:43:52,location_182,56.0,4724.95
vehicle_34,2024-03-14 07:00:00,location_17,2024-03-14 12:30:00,location_214,86.0,3221.03
vehicle_27,2024-03-14 07:00:00,location_17,2024-03-14 09:51:54,location_182,56.0,4383.74
vehicle_21,2024-03-14 04:30:00,location_17,2024-03-14 14:30:00,location_259,39.0,1764.45
vehicle_21,2024-03-14 04:30:00,location_17,2024-03-14 11:12:25,location_259,39.0,1764.45
vehicle_34,2024-03-14 07:00:00,location_17,2024-03-14 09:13:35,location_182,55.0,5172.76
vehicle_5,2024-03-14 09:39:00,location_292,2024-03-14 15:00:00,location_17,63.0,6586.67
vehicle_16,2024-03-14 04:28:06,location_292,2024-03-14 08:00:17,location_17,63.0,6586.67
vehicle_19,2024-03-14 05:43:00,location_292,2024-03-14 08:24:48,location_17,63.0,6586.67
vehicle_15,2024-03-14 04:30:00,location_17,2024-03-14 07:58:05,location_214,83.0,1756.94
vehicle_24,2024-03-14 07:00:00,location_17,2024-03-14 15:30:00,location_259,53.0,3221.03
vehicle_30,2024-03-14 08:22:58,location_244,2024-03-14 15:00:00,location_78,89.0,3377.23
vehicle_17,2024-03-14 08:22:00,location_292,2024-03-14 09:45:00,location_17,63.0,7397.33
vehicle_42,2024-03-14 06:00:00,location_78,2024-03-14 15:31:38,location_103,81.0,8241.84
vehicle_41,2024-03-14 07:00:00,location_17,2024-03-14 07:00:00,location_214,86.0,3575.91
vehicle_41,2024-03-14 07:00:00,location_17,2024-03-14 13:00:00,location_182,56.0,4131.34
vehicle_40,2024-03-14 07:00:00,location_17,2024-03-14 12:55:46,location_234,45.0,183.57
vehicle_31,2024-03-14 07:00:00,location_17,2024-03-14 05:09:15,location_297,157.0,4525.48
vehicle_7,2024-03-14 04:30:00,location_32,2024-03-14 07:31:26,location_236,10.0,8321.62
vehicle_9,2024-03-14 04:30:00,location_17,2024-03-14 08:58:51,location_297,157.0,6036.71
vehicle_40,2024-03-14 07:00:00,location_17,2024-03-14 09:30:24,location_259,53.0,1382.92
vehicle_27,2024-03-14 07:00:00,location_17,2024-03-14 13:49:30,location_259,53.0,2929.93
vehicle_13,2024-03-14 07:00:00,location_17,2024-03-14 05:57:01,location_238,165.0,5401.11
vehicle_25,2024-03-14 04:30:00,location_32,2024-03-14 07:18:17,location_240,36.0,6795.11
vehicle_42,2024-03-14 08:30:13,location_202,2024-03-14 15:31:11,location_78,99.0,4614.54
vehicle_5,2024-03-14 07:00:00,location_17,2024-03-14 07:00:00,location_297,157.0,778.62
vehicle_12,2024-03-14 07:00:00,location_17,2024-03-14 07:35:11,location_66,140.0,3753.79
vehicle_19,2024-03-14 07:00:00,location_17,2024-03-14 09:08:52,location_140,7.0,2507.23
vehicle_10,2024-03-14 07:00:00,location_17,2024-03-14 08:47:05,location_182,55.0,4898.6
vehicle_20,2024-03-14 07:00:00,location_17,2024-03-14 09:30:00,location_182,55.0,3903.24
vehicle_28,2024-03-14 07:00:00,location_17,2024-03-14 10:51:19,location_167,105.0,4898.6
vehicle_28,2024-03-14 07:00:00,location_17,2024-03-14 15:40:21,location_120,19.0,3131.85
vehicle_23,2024-03-14 10:19:21,location_25,2024-03-14 13:17:33,location_17,26.0,8039.28
vehicle_6,2024-03-14 04:30:00,location_17,2024-03-14 15:59:42,location_3,88.0,3791.08
vehicle_0,2024-03-14 07:00:00,location_17,2024-03-14 06:12:58,location_126,171.0,7018.41
vehicle_16,2024-03-14 07:00:00,location_17,2024-03-14 09:36:46,location_292,65.0,24080.0
vehicle_35,2024-03-14 07:00:00,location_17,2024-03-14 07:19:26,location_182,56.0,5410.81
vehicle_8,2024-03-14 07:00:00,location_17,2024-03-14 04:55:22,location_238,165.0,2582.63
vehicle_37,2024-03-14 04:30:00,location_32,2024-03-14 06:49:20,location_67,47.0,3267.32
vehicle_6,2024-03-14 04:30:00,location_17,2024-03-14 08:05:56,location_3,84.0,1316.98
vehicle_23,2024-03-14 04:30:00,location_17,2024-03-14 08:23:04,location_187,27.0,4699.75
vehicle_24,2024-03-14 07:00:00,location_17,2024-03-14 09:08:52,location_269,24.0,4770.55
vehicle_19,2024-03-14 07:00:00,location_17,2024-03-14 12:12:55,location_99,48.0,4214.01
vehicle_36,2024-03-14 07:00:00,location_17,2024-03-14 09:42:26,location_167,65.0,612.56
vehicle_36,2024-03-14 07:00:00,location_17,2024-03-14 10:50:51,location_299,65.0,1555.56
vehicle_12,2024-03-14 09:58:40,location_292,2024-03-14 15:00:00,location_17,63.0,7589.25
vehicle_43,2024-03-14 05:00:00,location_17,2024-03-14 08:07:01,location_4,69.0,3771.94
vehicle_37,2024-03-14 10:31:27,location_85,2024-03-14 19:00:00,location_32,20.0,5057.14
vehicle_18,2024-03-14 04:30:00,location_17,2024-03-14 10:42:22,location_167,108.0,6140.09
vehicle_22,2024-03-14 04:30:00,location_17,2024-03-14 10:31:39,location_27,68.0,6140.09
vehicle_38,2024-03-14 07:00:00,location_17,2024-03-14 10:30:00,location_110,13.0,3026.59
vehicle_14,2024-03-14 09:47:08,location_292,2024-03-14 12:00:19,location_17,62.0,8022.42
vehicle_16,2024-03-14 11:09:00,location_292,2024-03-14 15:00:00,location_17,63.0,7766.73
vehicle_3,2024-03-14 03:30:00,location_17,2024-03-14 05:43:30,location_234,47.0,1550.85
vehicle_44,2024-03-14 04:30:00,location_17,2024-03-14 10:09:35,location_123,157.0,959.56
vehicle_38,2024-03-14 05:33:39,location_292,2024-03-14 08:05:45,location_17,63.0,8234.69
vehicle_8,2024-03-14 09:00:00,location_209,2024-03-14 15:00:00,location_17,144.0,5667.62
vehicle_20,2024-03-14 09:30:00,location_182,2024-03-14 15:00:00,location_17,55.0,7349.78
vehicle_11,2024-03-14 10:20:07,location_209,2024-03-14 14:40:39,location_17,144.0,4692.47
vehicle_8,2024-03-14 08:19:00,location_17,2024-03-14 09:49:21,location_209,144.0,325.0
vehicle_18,2024-03-14 12:00:25,location_167,2024-03-14 18:00:00,location_17,107.0,5575.13
vehicle_44,2024-03-14 11:10:56,location_167,2024-03-14 18:37:21,location_17,104.0,3517.96
vehicle_22,2024-03-14 12:33:21,location_27,2024-03-14 15:35:25,location_17,69.0,6593.29
vehicle_14,2024-03-14 04:30:00,location_17,2024-03-14 13:20:53,location_99,57.0,1489.58
vehicle_15,2024-03-14 04:30:00,location_17,2024-03-14 08:01:54,location_197,52.0,2176.74
vehicle_2,2024-03-14 13:08:22,location_25,2024-03-14 15:06:30,location_17,26.0,7990.67
vehicle_22,2024-03-14 07:00:00,location_25,2024-03-14 08:47:48,location_17,26.0,7171.06
vehicle_3,2024-03-14 08:04:21,location_25,2024-03-14 10:52:02,location_17,26.0,8285.16
vehicle_43,2024-03-14 11:20:35,location_166,2024-03-14 13:21:16,location_17,41.0,6127.52
vehicle_31,2024-03-14 08:09:03,location_28,2024-03-14 15:00:00,location_17,97.0,2001.09
vehicle_31,2024-03-14 08:09:03,location_28,2024-03-14 15:00:00,location_17,73.0,1427.39
vehicle_0,2024-03-14 12:00:00,location_247,2024-03-14 15:00:00,location_17,10.0,480.86
vehicle_15,2024-03-14 08:56:13,location_94,2024-03-14 12:45:40,location_17,78.0,5505.03
vehicle_32,2024-03-14 07:47:24,location_17,2024-03-14 10:17:16,location_54,28.0,21600.0
vehicle_25,2024-03-14 10:09:08,location_35,2024-03-14 19:00:00,location_32,131.0,5081.54
vehicle_9,2024-03-14 10:42:28,location_259,2024-03-14 17:55:48,location_17,52.0,716.78
vehicle_2,2024-03-14 10:47:38,location_259,2024-03-14 13:01:19,location_17,52.0,1633.5
vehicle_14,2024-03-14 15:24:21,location_259,2024-03-14 17:10:59,location_17,52.0,1197.45
vehicle_29,2024-03-14 07:00:00,location_17,2024-03-14 09:08:33,location_157,108.0,3102.53
vehicle_30,2024-03-14 11:12:11,location_204,2024-03-14 13:44:49,location_78,41.0,676.64
vehicle_6,2024-03-14 11:02:54,location_259,2024-03-14 13:56:29,location_17,38.0,3119.52
vehicle_13,2024-03-14 06:39:00,location_292,2024-03-14 15:00:00,location_17,63.0,7469.98
vehicle_7,2024-03-14 09:37:52,location_40,2024-03-14 11:58:22,location_32,15.0,626.12
vehicle_21,2024-03-14 11:12:50,location_214,2024-03-14 15:00:00,location_17,84.0,5726.53
vehicle_3,2024-03-14 12:36:34,location_214,2024-03-14 15:20:30,location_17,84.0,6800.25
vehicle_11,2024-03-14 07:00:00,location_17,2024-03-14 09:00:00,location_209,91.0,8888.89
vehicle_11,2024-03-14 07:00:00,location_17,2024-03-14 06:42:27,location_297,91.0,2618.76
vehicle_35,2024-03-14 09:30:00,location_182,2024-03-15 15:00:00,location_17,55.0,7139.6
vehicle_36,2024-03-14 15:00:00,location_149,2024-03-14 17:28:32,location_17,82.0,2972.67
vehicle_28,2024-03-15 05:00:00,location_17,2024-03-15 11:15:50,location_259,39.0,1284.34
vehicle_3,2024-03-15 04:30:00,location_17,2024-03-15 06:59:58,location_259,39.0,1764.45
vehicle_14,2024-03-15 05:00:00,location_17,2024-03-15 12:52:22,location_149,83.0,4679.95
vehicle_27,2024-03-15 07:00:00,location_17,2024-03-15 11:35:07,location_167,94.0,4721.16
vehicle_9,2024-03-15 04:30:00,location_17,2024-03-15 14:44:57,location_255,51.0,5206.4
vehicle_14,2024-03-15 04:30:00,location_17,2024-03-15 07:53:23,location_214,83.0,1756.94
vehicle_16,2024-03-15 07:00:00,location_17,2024-03-15 13:17:21,location_214,86.0,3221.03
vehicle_44,2024-03-15 04:30:00,location_17,2024-03-15 13:32:25,location_182,64.0,2426.65
vehicle_13,2024-03-15 07:00:00,location_17,2024-03-15 14:42:05,location_214,89.0,3965.01
vehicle_32,2024-03-15 07:00:00,location_17,2024-03-15 11:21:13,location_54,28.0,2527.29
vehicle_19,2024-03-15 09:24:00,location_292,2024-03-15 12:13:00,location_17,63.0,5638.14
vehicle_0,2024-03-15 09:23:00,location_292,2024-03-15 10:44:00,location_17,63.0,6736.61
vehicle_38,2024-03-15 07:16:00,location_292,2024-03-15 15:00:00,location_17,63.0,5638.14
vehicle_9,2024-03-15 08:21:04,location_292,2024-03-15 14:44:26,location_17,62.0,8625.01
vehicle_40,2024-03-15 07:00:00,location_17,2024-03-15 16:00:00,location_182,55.0,1438.88
vehicle_31,2024-03-15 07:00:00,location_17,2024-03-15 11:40:14,location_247,10.0,507.5
vehicle_32,2024-03-15 07:00:00,location_17,2024-03-15 15:00:00,location_127,166.0,815.22
vehicle_43,2024-03-15 04:30:00,location_17,2024-03-15 12:44:46,location_255,51.0,5134.52
vehicle_29,2024-03-15 07:00:00,location_17,2024-03-15 13:04:08,location_182,55.0,1651.75
vehicle_36,2024-03-15 05:00:00,location_17,2024-03-15 08:00:50,location_94,76.0,3586.61
vehicle_0,2024-03-15 05:24:57,location_292,2024-03-15 06:29:44,location_17,63.0,6439.43
vehicle_40,2024-03-15 06:30:00,location_17,2024-03-15 10:59:00,location_182,57.0,4898.6
vehicle_23,2024-03-15 04:30:00,location_17,2024-03-15 17:21:31,location_259,39.0,5256.77
vehicle_43,2024-03-15 04:30:00,location_17,2024-03-15 06:55:53,location_131,92.0,1500.75
vehicle_23,2024-03-15 04:30:00,location_17,2024-03-15 07:12:00,location_252,100.0,1227.73
vehicle_25,2024-03-15 04:30:00,location_32,2024-03-15 07:22:11,location_55,44.0,2681.52
vehicle_7,2024-03-15 04:30:00,location_32,2024-03-15 09:38:50,location_236,10.0,7856.29
vehicle_7,2024-03-15 04:30:00,location_32,2024-03-15 13:06:11,location_282,26.0,8736.54
vehicle_22,2024-03-15 04:30:00,location_17,2024-03-15 10:56:05,location_196,259.0,4602.3
vehicle_17,2024-03-15 07:00:00,location_17,2024-03-15 13:20:34,location_214,85.0,5159.87
vehicle_13,2024-03-15 08:54:34,location_167,2024-03-15 12:31:37,location_17,105.0,6377.55
vehicle_6,2024-03-15 04:30:00,location_17,2024-03-15 10:49:29,location_27,68.0,6140.09
vehicle_9,2024-03-15 04:30:00,location_17,2024-03-15 06:57:26,location_197,49.0,1176.82
vehicle_19,2024-03-15 05:18:00,location_292,2024-03-15 08:23:12,location_17,63.0,7982.68
vehicle_41,2024-03-15 10:32:00,location_292,2024-03-15 15:00:00,location_17,63.0,7622.02
vehicle_34,2024-03-15 04:30:00,location_17,2024-03-15 14:34:21,location_259,39.0,5632.46
vehicle_27,2024-03-15 12:25:09,location_167,2024-03-15 15:22:13,location_17,99.0,344.08
vehicle_44,2024-03-15 04:30:00,location_17,2024-03-15 08:27:57,location_105,83.0,4665.59
vehicle_36,2024-03-15 10:38:36,location_214,2024-03-15 16:54:25,location_17,84.0,6800.25
vehicle_15,2024-03-15 04:30:00,location_17,2024-03-15 09:43:01,location_167,100.0,1227.6
vehicle_2,2024-03-15 04:30:00,location_17,2024-03-15 09:45:33,location_3,116.0,1241.01
vehicle_34,2024-03-15 07:50:25,location_25,2024-03-15 09:00:24,location_17,26.0,7522.59
vehicle_43,2024-03-15 09:40:16,location_25,2024-03-15 11:41:33,location_17,26.0,8166.12
vehicle_44,2024-03-15 10:14:26,location_25,2024-03-15 11:43:29,location_17,26.0,7522.59
vehicle_30,2024-03-15 14:38:00,location_201,2024-03-15 17:30:00,location_78,3.0,1300.78
vehicle_28,2024-03-15 09:04:14,location_27,2024-03-15 09:04:29,location_17,69.0,6593.29
vehicle_14,2024-03-15 08:39:00,location_214,2024-03-15 10:39:32,location_17,84.0,6800.25
vehicle_42,2024-03-15 12:06:22,location_29,2024-03-15 15:18:20,location_78,91.0,3053.55
vehicle_42,2024-03-15 05:25:01,location_84,2024-03-15 15:17:52,location_78,78.0,3197.62
vehicle_31,2024-03-15 06:17:33,location_209,2024-03-15 11:39:47,location_17,144.0,5113.41
vehicle_29,2024-03-15 07:25:13,location_28,2024-03-15 11:33:14,location_17,170.0,2514.41
vehicle_37,2024-03-15 11:14:05,location_266,2024-03-15 19:00:00,location_32,57.0,4915.33
vehicle_2,2024-03-15 11:57:14,location_259,2024-03-15 14:28:41,location_17,52.0,918.36
vehicle_25,2024-03-15 09:44:23,location_85,2024-03-15 19:00:00,location_32,20.0,3863.92
vehicle_28,2024-03-15 13:49:22,location_259,2024-03-15 13:49:37,location_17,38.0,3119.52
vehicle_6,2024-03-15 06:45:55,location_259,2024-03-15 09:28:44,location_17,52.0,646.79
vehicle_23,2024-03-15 11:00:00,location_259,2024-03-15 17:20:47,location_17,52.0,2310.73
vehicle_41,2024-03-15 06:00:00,location_182,2024-03-15 15:00:00,location_17,55.0,5607.72
vehicle_30,2024-03-15 08:54:16,location_29,2024-03-15 13:13:26,location_78,91.0,3278.28
vehicle_15,2024-03-15 08:00:00,location_94,2024-03-15 17:28:34,location_17,78.0,5505.03
vehicle_3,2024-03-15 08:22:04,location_94,2024-03-15 13:11:05,location_17,78.0,5505.03
vehicle_16,2024-03-15 07:00:00,location_234,2024-03-15 15:00:00,location_17,50.0,359.57
vehicle_17,2024-03-15 08:00:00,location_54,2024-03-15 15:00:00,location_17,24.0,332.03
vehicle_10,2024-03-18 07:00:00,location_17,2024-03-18 07:34:42,location_132,25.0,523.46
vehicle_44,2024-03-18 05:00:00,location_17,2024-03-18 10:55:25,location_259,39.0,1284.34
vehicle_6,2024-03-18 11:14:41,location_163,2024-03-18 16:31:34,location_17,93.0,7002.78
vehicle_42,2024-03-18 06:00:00,location_78,2024-03-18 14:59:21,location_103,81.0,6821.92
vehicle_24,2024-03-18 09:09:00,location_242,2024-03-18 15:00:00,location_17,142.0,6974.65
vehicle_29,2024-03-18 07:00:00,location_17,2024-03-18 10:32:53,location_214,89.0,3383.93
vehicle_35,2024-03-18 07:00:00,location_17,2024-03-18 11:25:31,location_214,89.0,3240.5
vehicle_38,2024-03-18 07:00:00,location_17,2024-03-18 15:32:32,location_259,43.0,3564.97
vehicle_36,2024-03-18 00:00:00,location_17,2024-03-18 06:02:30,location_149,83.0,4111.45
vehicle_20,2024-03-18 07:00:00,location_17,2024-03-18 15:00:00,location_149,83.0,4111.45
vehicle_2,2024-03-18 09:48:33,location_292,2024-03-18 12:42:35,location_17,62.0,8375.55
vehicle_16,2024-03-18 07:00:00,location_17,2024-03-18 10:03:22,location_82,12.0,2719.54
vehicle_37,2024-03-18 13:21:16,location_298,2024-03-18 19:00:00,location_32,4.0,4193.35
vehicle_16,2024-03-18 04:32:00,location_292,2024-03-18 08:19:46,location_17,63.0,6586.67
vehicle_28,2024-03-18 07:00:00,location_17,2024-03-18 14:22:22,location_259,43.0,3978.63
vehicle_5,2024-03-18 07:00:00,location_17,2024-03-18 05:27:00,location_127,169.0,5804.0
vehicle_5,2024-03-18 06:30:00,location_127,2024-03-18 15:00:00,location_17,169.0,287.36
vehicle_11,2024-03-18 07:00:00,location_17,2024-03-18 11:20:44,location_54,28.0,2382.53
vehicle_31,2024-03-18 07:00:00,location_17,2024-03-18 10:33:40,location_182,56.0,4518.64
vehicle_20,2024-03-18 07:00:00,location_17,2024-03-18 09:38:00,location_182,55.0,4089.79
vehicle_28,2024-03-18 07:00:00,location_17,2024-03-18 08:08:11,location_259,43.0,547.12
vehicle_17,2024-03-18 06:36:28,location_292,2024-03-18 15:00:00,location_17,63.0,6374.58
vehicle_22,2024-03-18 08:47:07,location_292,2024-03-18 12:38:55,location_17,62.0,8375.55
vehicle_41,2024-03-18 13:12:00,location_259,2024-03-18 15:00:00,location_17,43.0,7043.41
vehicle_35,2024-03-18 00:00:00,location_17,2024-03-18 06:23:57,location_182,55.0,4898.6
vehicle_8,2024-03-18 00:00:00,location_17,2024-03-18 04:54:42,location_259,43.0,1408.11
vehicle_32,2024-03-18 07:00:00,location_17,2024-03-18 14:06:00,location_3,85.0,2560.41
vehicle_0,2024-03-18 10:07:15,location_214,2024-03-18 12:52:58,location_17,88.0,5765.46
vehicle_17,2024-03-18 07:00:00,location_17,2024-03-18 15:27:00,location_99,59.0,2796.61
vehicle_25,2024-03-18 04:30:00,location_32,2024-03-18 07:07:46,location_240,36.0,8058.26
vehicle_41,2024-03-18 07:00:00,location_17,2024-03-18 10:40:00,location_108,55.0,1358.09
vehicle_31,2024-03-18 00:00:00,location_17,2024-03-18 04:42:47,location_182,55.0,4582.68
vehicle_0,2024-03-18 12:00:00,location_234,2024-03-18 14:00:00,location_214,50.0,925.0
vehicle_19,2024-03-18 07:00:00,location_17,2024-03-18 12:48:26,location_197,52.0,764.86
vehicle_7,2024-03-18 04:30:00,location_32,2024-03-18 07:53:46,location_236,10.0,8415.96
vehicle_7,2024-03-18 04:30:00,location_32,2024-03-18 11:04:07,location_236,10.0,8321.62
vehicle_30,2024-03-18 06:00:00,location_78,2024-03-18 08:46:36,location_145,101.0,6383.77
vehicle_14,2024-03-18 04:30:00,location_17,2024-03-18 06:54:23,location_66,142.0,4948.69
vehicle_37,2024-03-18 04:30:00,location_32,2024-03-18 08:26:06,location_24,171.0,1127.34
vehicle_29,2024-03-18 00:00:00,location_17,2024-03-18 04:05:03,location_182,56.0,3515.03
vehicle_13,2024-03-18 07:00:00,location_17,2024-03-18 07:54:39,location_210,164.0,5364.73
vehicle_34,2024-03-18 07:00:00,location_17,2024-03-18 14:30:00,location_94,75.0,3026.59
vehicle_34,2024-03-18 00:00:00,location_17,2024-03-18 10:11:37,location_170,90.0,3026.59
vehicle_2,2024-03-18 04:30:00,location_17,2024-03-18 08:15:03,location_252,100.0,415.16
vehicle_40,2024-03-18 04:30:00,location_17,2024-03-18 08:54:34,location_3,96.0,838.78
vehicle_22,2024-03-18 04:30:00,location_17,2024-03-18 08:05:21,location_131,92.0,690.13
vehicle_7,2024-03-18 14:19:21,location_148,2024-03-18 20:31:56,location_32,65.0,6165.99
vehicle_21,2024-03-18 04:30:00,location_17,2024-03-18 16:22:48,location_167,108.0,5667.78
vehicle_3,2024-03-18 04:30:00,location_17,2024-03-18 06:11:19,location_108,57.0,2191.11
vehicle_43,2024-03-18 05:00:00,location_17,2024-03-18 11:20:48,location_299,84.0,1781.99
vehicle_19,2024-03-18 07:00:00,location_17,2024-03-18 09:18:15,location_269,24.0,4894.48
vehicle_38,2024-03-18 07:00:00,location_17,2024-03-18 11:59:06,location_182,55.0,4024.59
